station,Date,Time,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l),label
Station2,28-08-2022,07:40:00,7.6647,8.777,0.01553,27.3713,18.9729,19.1606,0.93649,0
Station2,28-08-2022,08:00:00,8.3448,8.6284,0.01778,23.2072,15.4934,24.5553,0.38148,0
Station2,28-08-2022,08:20:00,7.218,6.8456,0.03951,21.42,7.6656,19.5642,0.21118,0
Station2,28-08-2022,08:40:00,29.1572,7.5915,0.0205,28.3732,12.2812,37.9054,0.49468,0
Station2,28-08-2022,09:00:00,4.3007,6.0729,0.0386,28.8347,12.6205,16.6212,0.79968,0
Station2,28-08-2022,09:20:00,34.0564,8.8235,0.04303,23.5947,16.7987,24.9788,0.79195,0
Station2,28-08-2022,09:40:00,13.2468,7.9998,0.0392,27.0357,8.3538,29.2468,0.46606,0
Station2,28-08-2022,10:00:00,8.0729,6.7508,0.01565,27.334,15.8087,20.3027,0.9327,0
Station2,28-08-2022,10:20:00,23.8778,8.6792,0.03746,30.9079,6.7825,26.0881,0.52571,0
Station2,28-08-2022,10:40:00,6.7145,8.4021,0.04057,21.5009,12.0771,17.0786,0.4639,0
Station2,28-08-2022,11:00:00,16.2413,6.3288,0.03184,24.9812,5.6521,31.9504,0.87659,0
Station2,28-08-2022,11:20:00,19.3491,6.2839,0.02035,29.9338,14.0804,35.8529,0.78802,0
Station2,28-08-2022,11:40:00,8.3538,5.5967,0.0282,26.8204,15.1543,26.5144,0.66445,0
Station2,28-08-2022,12:00:00,26.6622,7.7571,0.0388,20.6469,14.4198,37.8733,0.21282,0
Station2,28-08-2022,12:20:00,2.9008,8.2779,0.03563,27.4078,12.0518,16.5032,0.33219,0
Station2,28-08-2022,12:40:00,18.8009,8.3221,0.03337,28.4558,19.4113,26.1356,0.62373,0
Station2,28-08-2022,13:00:00,31.3511,6.2553,0.02402,26.1439,6.9223,24.0995,0.59617,0
Station2,28-08-2022,13:20:00,7.2703,6.8083,0.01745,27.6804,13.6554,22.1132,0.24201,0
Station2,28-08-2022,13:40:00,34.0557,6.1508,0.02226,27.2014,15.514,38.44,0.63587,0
Station2,28-08-2022,14:00:00,16.6335,6.2136,0.02235,24.5541,11.579,24.2035,0.68099,0
Station2,28-08-2022,14:20:00,25.6834,6.1059,0.02622,29.9033,12.8087,36.5213,0.22062,0
Station2,28-08-2022,14:40:00,32.0529,6.1921,0.0368,30.1135,11.0536,27.058,0.94078,0
Station2,28-08-2022,15:00:00,14.4312,8.9487,0.01942,24.0896,12.3608,35.5043,0.5851,0
Station2,28-08-2022,15:20:00,7.3109,8.6935,0.01721,28.0708,14.0378,19.7491,0.95274,0
Station2,28-08-2022,15:40:00,22.2847,6.3219,0.0157,22.0949,8.893,24.8388,0.21029,0
Station2,28-08-2022,16:00:00,12.0222,7.1965,0.02429,27.6922,8.0293,18.3746,0.36119,0
Station2,28-08-2022,16:20:00,17.5832,6.3019,0.0436,23.1623,9.5965,32.6888,0.20895,0
Station2,28-08-2022,16:40:00,13.6587,7.9388,0.02453,23.6445,8.457,30.3757,0.64222,0
Station2,28-08-2022,17:00:00,23.2932,8.0899,0.03163,24.8794,13.6269,27.1876,0.82481,0
Station2,28-08-2022,17:20:00,25.3286,5.87,0.02212,26.9098,16.4564,33.142,0.21897,0
Station2,28-08-2022,17:40:00,36.4561,7.1352,0.04088,21.9808,15.8516,29.4191,0.97166,0
Station2,28-08-2022,18:00:00,35.3252,8.7756,0.02527,23.5803,9.3895,16.1016,0.44345,0
Station2,28-08-2022,18:20:00,13.6091,7.5277,0.01663,25.3694,11.7538,27.5897,0.94374,0
Station2,28-08-2022,18:40:00,29.4178,6.285,0.02191,27.8745,11.2377,16.7775,0.40276,0
Station2,28-08-2022,19:00:00,10.6491,8.7585,0.04049,21.5349,14.6861,31.1681,0.84416,0
Station2,28-08-2022,19:20:00,31.4607,7.5793,0.0361,22.2314,19.8352,18.6836,0.28714,0
Station2,28-08-2022,19:40:00,31.5361,8.9657,0.03868,22.9839,11.6353,39.505,0.54164,0
Station2,28-08-2022,20:00:00,16.0755,6.0219,0.02213,28.3271,5.9837,24.9603,0.22399,0
Station2,28-08-2022,20:20:00,25.4319,8.4826,0.01756,30.6089,16.0852,33.3053,0.42082,0
Station2,28-08-2022,20:40:00,11.663,7.0245,0.0364,30.239,11.6404,23.4557,0.68562,0
Station2,28-08-2022,21:00:00,34.679,7.5125,0.03566,20.4016,17.9466,18.1109,0.71999,0
Station2,28-08-2022,21:20:00,37.6999,6.4584,0.04006,23.4732,19.4307,17.7216,0.65265,0
Station2,28-08-2022,21:40:00,6.144,6.6787,0.02238,25.418,17.0637,37.1691,0.65908,0
Station2,28-08-2022,22:00:00,8.3161,8.1266,0.02006,26.3729,6.6226,17.0671,0.20807,0
Station2,28-08-2022,22:20:00,6.3338,7.5184,0.01635,23.2689,8.6975,38.6319,0.26497,0
Station2,28-08-2022,22:40:00,30.3343,7.5996,0.01717,19.7103,16.1121,38.0206,0.39222,0
Station2,28-08-2022,23:00:00,14.552,8.3225,0.01801,29.1203,16.6668,20.3367,0.96026,0
Station2,28-08-2022,23:20:00,24.4517,6.0174,0.03771,23.0688,13.801,21.1632,0.95199,0
Station2,28-08-2022,23:40:00,35.6972,8.9522,0.03279,20.1236,16.8606,33.8541,0.80548,0
Station2,28-08-2022,00:00:00,25.2666,7.4758,0.02136,23.7752,15.3346,35.8428,0.99898,0
Station2,28-08-2022,00:20:00,25.6748,7.0525,0.04244,26.5877,10.1102,28.3706,0.90918,0
Station2,28-08-2022,00:40:00,28.8048,6.3008,0.03832,20.4535,14.2368,35,0.70237,0
Station2,28-08-2022,01:00:00,11.2102,8.5515,0.03079,20.3872,5.5881,38.0207,0.93713,0
Station2,28-08-2022,01:20:00,30.9321,7.9567,0.01959,19.1226,12.1123,31.9805,0.25028,0
Station2,28-08-2022,01:40:00,23.1987,8.709,0.02272,19.3183,13.4197,19.6678,0.49676,0
Station2,28-08-2022,02:00:00,5.3345,5.7064,0.02308,25.7145,12.9162,18.161,0.49947,0
Station2,28-08-2022,02:20:00,37.3161,8.559,0.0333,24.4971,14.3525,36.5344,0.2724,0
Station2,28-08-2022,02:40:00,30.6412,5.7701,0.02567,22.9539,8.8608,17.7454,0.6984,0
Station2,28-08-2022,03:00:00,35.6104,7.7107,0.02804,18.2253,15.9624,33.7386,0.44909,0
Station2,28-08-2022,03:20:00,39.1633,8.6461,0.01673,30.5315,15.169,37.4083,0.61121,0
Station2,28-08-2022,03:40:00,5.1092,6.4258,0.0351,23.2746,17.0705,18.5343,0.37701,0
Station2,28-08-2022,04:00:00,17.211,6.4785,0.03017,19.1987,12.1405,30.0399,0.57802,0
Station2,28-08-2022,04:20:00,6.4523,6.626,0.03839,22.4421,18.0928,25.6443,0.60048,0
Station2,28-08-2022,04:40:00,22.3056,7.8002,0.02937,19.8816,5.1753,17.187,0.97775,0
Station2,28-08-2022,05:00:00,25.4688,6.576,0.02968,25.8048,10.6674,35.186,0.64515,0
Station2,28-08-2022,05:20:00,12.8643,8.731,0.04232,27.3327,13.2364,27.2626,0.97602,0
Station2,28-08-2022,05:40:00,36.946,7.1586,0.0433,26.9614,10.2797,15.8971,0.61991,0
Station2,28-08-2022,06:00:00,23.8485,6.711,0.02336,25.2923,6.6142,37.0189,0.75385,0
Station2,28-08-2022,06:20:00,13.7916,8.9915,0.03658,18.2756,13.8468,35.6326,0.59467,0
Station2,28-08-2022,06:40:00,17.6572,8.8077,0.02955,30.1291,14.2172,23.5815,0.36078,0
Station2,28-08-2022,07:00:00,18.7077,8.0839,0.03396,26.0378,6.8027,28.7197,0.51277,0
Station2,29-08-2022,07:20:00,4.9934,8.9999,0.04264,24.7518,11.6633,38.008,0.8373,0
Station2,29-08-2022,07:40:00,25.5873,6.3497,0.03076,21.7851,11.863,17.8328,0.62989,0
Station2,29-08-2022,08:00:00,35.8986,5.9454,0.03601,30.6445,17.3764,20.7964,0.25709,0
Station2,29-08-2022,08:20:00,35.9193,6.0365,0.03901,26.4012,7.6774,19.187,0.49785,0
Station2,29-08-2022,08:40:00,13.645,7.6781,0.03216,25.6333,11.8907,33.4754,0.77063,0
Station2,29-08-2022,09:00:00,24.1632,6.4058,0.03503,29.7082,12.7026,32.2634,0.82122,0
Station2,29-08-2022,09:20:00,16.7791,5.9171,0.03652,30.1185,7.5497,32.1467,0.57595,0
Station2,29-08-2022,09:40:00,5.1399,7.8245,0.04214,28.6153,6.3886,34.3509,0.66186,0
Station2,29-08-2022,10:00:00,32.1551,7.022,0.03217,24.5679,16.0266,35.9414,0.60475,0
Station2,29-08-2022,10:20:00,22.6964,6.0151,0.02793,20.2303,7.9523,38.4916,0.68256,0
Station2,29-08-2022,10:40:00,26.39,7.891,0.02975,22.0836,11.0398,17.7175,0.62639,0
Station2,29-08-2022,11:00:00,29.3555,5.8622,0.04352,28.5687,15.8363,39.6459,0.75631,0
Station2,29-08-2022,11:20:00,18.6946,7.649,0.0306,25.3505,9.071,27.8061,0.98539,0
Station2,29-08-2022,11:40:00,21.7709,5.5022,0.03366,19.9421,8.6625,16.3276,0.38031,0
Station2,29-08-2022,12:00:00,24.1799,6.9949,0.03867,22.9691,11.4782,36.7142,0.41594,0
Station2,29-08-2022,12:20:00,7.8794,7.1689,0.04093,29.1314,13.106,21.4474,0.30513,0
Station2,29-08-2022,12:40:00,18.7546,6.4354,0.02328,25.6472,15.343,34.5461,0.95969,0
Station2,29-08-2022,13:00:00,2.8455,7.9604,0.03908,19.6111,19.4703,17.6589,0.78174,0
Station2,29-08-2022,13:20:00,27.1972,8.2382,0.02187,24.7257,6.4383,20.2623,0.88964,0
Station2,29-08-2022,13:40:00,32.6413,6.0635,0.02962,25.0718,16.7461,38.0658,0.60748,0
Station2,29-08-2022,14:00:00,22.9584,8.4202,0.01694,29.4913,16.5333,31.1372,0.99002,0
Station2,29-08-2022,14:20:00,24.9345,6.7303,0.03995,25.3027,9.1764,29.5537,0.70801,0
Station2,29-08-2022,14:40:00,17.4669,7.6961,0.04029,20.5528,13.885,16.3082,0.78731,0
Station2,29-08-2022,15:00:00,11.8694,7.8229,0.03107,22.4013,8.3968,30.6384,0.81344,0
Station2,29-08-2022,15:20:00,29.5147,8.5895,0.03534,23.2404,19.6179,35.5266,0.25902,0
Station2,29-08-2022,15:40:00,7.9272,8.0648,0.02208,20.7698,5.0636,18.4816,0.75044,0
Station2,29-08-2022,16:00:00,13.704,7.1868,0.03834,23.2492,12.0557,23.2396,0.53292,0
Station2,29-08-2022,16:20:00,35.5843,8.0943,0.02292,21.8106,8.6918,15.366,0.6208,0
Station2,29-08-2022,16:40:00,4.5332,5.5227,0.02613,28.2774,7.1581,22.146,0.22684,0
Station2,29-08-2022,17:00:00,8.0153,6.9344,0.01567,30.4919,7.7939,33.4596,0.24051,0
Station2,29-08-2022,17:20:00,25.0263,6.8152,0.0222,26.3696,18.1065,20.4569,0.36493,0
Station2,29-08-2022,17:40:00,19.2818,6.6264,0.03695,20.1466,14.8615,20.8,0.63685,0
Station2,29-08-2022,18:00:00,13.7097,6.5276,0.04194,18.8615,15.2486,35.9529,0.32766,0
Station2,29-08-2022,18:20:00,2.1894,6.9943,0.04392,20.69,9.6091,35.0739,0.73822,0
Station2,29-08-2022,18:40:00,4.3343,6.2182,0.03806,20.6575,14.9375,29.3701,0.5571,0
Station2,29-08-2022,19:00:00,32.8407,7.0645,0.02792,24.8699,12.632,35.145,0.92796,0
Station2,29-08-2022,19:20:00,28.7199,5.9923,0.02782,22.4299,11.7771,19.7093,0.70609,0
Station2,29-08-2022,19:40:00,1.3797,7.5469,0.0158,27.1785,16.955,33.9393,0.58143,0
Station2,29-08-2022,20:00:00,4.4142,6.5825,0.03578,19.8968,18.5919,20.1661,0.78001,0
Station2,29-08-2022,20:20:00,8.6215,8.6523,0.02316,30.1549,11.2022,34.8414,0.74592,0
Station2,29-08-2022,20:40:00,10.7409,8.1695,0.02907,23.9164,16.0194,26.4629,0.30186,0
Station2,29-08-2022,21:00:00,21.5492,6.9049,0.01634,25.6818,8.3515,18.3701,0.27173,0
Station2,29-08-2022,21:20:00,36.8979,7.8786,0.03409,22.2353,8.4974,36.9694,0.64952,0
Station2,29-08-2022,21:40:00,3.9184,5.8129,0.03893,19.9584,18.5017,38.3615,0.91369,0
Station2,29-08-2022,22:00:00,12.8839,8.3296,0.03576,27.5339,8.7733,22.9149,0.22748,0
Station2,29-08-2022,22:20:00,9.2414,6.1897,0.02428,21.9449,6.6371,38.9738,0.85266,0
Station2,29-08-2022,22:40:00,8.5352,8.6746,0.03081,21.9531,11.364,24.5747,0.67958,0
Station2,29-08-2022,23:00:00,33.6108,8.6107,0.01875,25.7715,13.3829,20.6689,0.64506,0
Station2,29-08-2022,23:20:00,37.6476,8.9071,0.03659,18.0929,11.2977,39.9603,0.92566,0
Station2,29-08-2022,23:40:00,31.4643,8.579,0.0244,22.4865,16.84,22.4694,0.3615,0
Station2,29-08-2022,00:00:00,3.7791,7.6066,0.01664,23.7198,10.6653,35.5634,0.80906,0
Station2,29-08-2022,00:20:00,13.7035,6.2094,0.02999,30.685,18.8641,20.4319,0.44292,0
Station2,29-08-2022,00:40:00,27.627,8.9429,0.01845,24.8074,12.5502,32.5827,0.53689,0
Station2,29-08-2022,01:00:00,38.058,7.1736,0.02918,21.1908,7.6795,31.9978,0.34573,0
Station2,29-08-2022,01:20:00,18.0508,7.4722,0.04393,23.5445,16.6646,26.3663,0.43021,0
Station2,29-08-2022,01:40:00,20.3187,7.5332,0.01876,20.0524,7.9975,28.4555,0.55751,0
Station2,29-08-2022,02:00:00,35.4951,6.908,0.04346,30.979,5.4359,34.7811,0.55388,0
Station2,29-08-2022,02:20:00,25.6327,6.6784,0.0411,18.0683,11.7849,34.3432,0.40541,0
Station2,29-08-2022,02:40:00,24.2736,6.5947,0.04257,25.8173,5.9809,28.1413,0.91553,0
Station2,29-08-2022,03:00:00,12.8976,8.5407,0.03769,29.0719,16.7784,34.2458,0.81405,0
Station2,29-08-2022,03:20:00,29.12,5.7802,0.03738,18.0634,6.5028,26.362,0.7696,0
Station2,29-08-2022,03:40:00,22.5735,7.6084,0.03262,25.2145,18.0591,26.4001,0.88551,0
Station2,29-08-2022,04:00:00,35.7621,7.9397,0.01581,18.4187,16.052,19.2316,0.97984,0
Station2,29-08-2022,04:20:00,24.3478,5.7269,0.01547,25.9797,17.4981,20.1635,0.70352,0
Station2,29-08-2022,04:40:00,38.8214,6.4824,0.0343,26.5719,19.2437,33.1012,0.45446,0
Station2,29-08-2022,05:00:00,7.1045,7.5129,0.03949,29.3196,6.9312,27.4576,0.92478,0
Station2,29-08-2022,05:20:00,10.3416,8.2658,0.01526,29.5581,7.042,27.4803,0.54879,0
Station2,29-08-2022,05:40:00,11.1074,7.4961,0.04008,26.1789,9.3436,15.0009,0.35608,0
Station2,29-08-2022,06:00:00,30.9898,6.4999,0.02119,28.1421,19.7499,17.1165,0.73042,0
Station2,29-08-2022,06:20:00,23.9044,5.534,0.01945,21.4395,14.4931,36.2586,0.25354,0
Station2,29-08-2022,06:40:00,25.8577,8.8148,0.02529,30.2762,19.6051,35.1374,0.66539,0
Station2,29-08-2022,07:00:00,19.0688,6.6859,0.01866,22.7234,12.0611,33.2213,0.93014,0
Station2,30-08-2022,07:20:00,5.3702,7.5869,0.04389,25.1305,7.2119,39.2862,0.46009,0
Station2,30-08-2022,07:40:00,25.4556,7.4377,0.03616,23.9374,17.2745,27.93,0.57739,0
Station2,30-08-2022,08:00:00,20.1989,8.2429,0.02044,18.9169,11.0545,31.574,0.40291,0
Station2,30-08-2022,08:20:00,30.4355,8.6328,0.03912,28.0557,9.6986,16.5078,0.22555,0
Station2,30-08-2022,08:40:00,30.8326,6.9766,0.02333,24.2375,19.2334,23.224,0.39935,0
Station2,30-08-2022,09:00:00,14.5272,8.397,0.02452,23.3293,5.8559,34.0797,0.6155,0
Station2,30-08-2022,09:20:00,31.2559,7.8262,0.01708,24.0743,18.9474,29.5961,0.21228,0
Station2,30-08-2022,09:40:00,29.4765,6.8111,0.02839,25.5261,12.4604,18.1604,0.94643,0
Station2,30-08-2022,10:00:00,37.1822,7.0481,0.03611,29.037,19.0482,35.47,0.98752,0
Station2,30-08-2022,10:20:00,38.0843,7.3049,0.01803,20.9695,7.1822,15.8245,0.8751,0
Station2,30-08-2022,10:40:00,14.2958,8.4892,0.01785,26.0549,9.0085,36.1742,0.88329,0
Station2,30-08-2022,11:00:00,38.8351,5.9358,0.02623,26.2864,7.9228,29.2714,0.42698,0
Station2,30-08-2022,11:20:00,6.201,7.3187,0.0341,18.2444,14.2129,21.4079,0.85447,0
Station2,30-08-2022,11:40:00,1.1905,5.9416,0.01589,25.0632,9.7558,20.8554,0.46768,0
Station2,30-08-2022,12:00:00,26.6374,8.6276,0.03171,25.1802,10.8401,28.796,0.56953,0
Station2,30-08-2022,12:20:00,7.8309,6.9404,0.04145,27.6915,6.8987,36.4696,0.95751,0
Station2,30-08-2022,12:40:00,32.8321,8.8189,0.02072,28.1357,15.0185,35.4586,0.49927,0
Station2,30-08-2022,13:00:00,36.8074,8.3118,0.03668,30.196,19.856,26.1391,0.64521,0
Station2,30-08-2022,13:20:00,4.2369,8.1429,0.0376,28.4205,5.9868,18.7708,0.83392,0
Station2,30-08-2022,13:40:00,16.2772,7.623,0.02583,18.0185,14.777,36.6698,0.9661,0
Station2,30-08-2022,14:00:00,17.9832,6.8282,0.0223,29.6835,11.8471,22.673,0.90216,0
Station2,30-08-2022,14:20:00,16.5858,6.6236,0.01659,18.4921,17.9847,25.4198,0.21275,0
Station2,30-08-2022,14:40:00,6.2481,6.5291,0.01583,18.9047,19.9198,28.5093,0.90405,0
Station2,30-08-2022,15:00:00,38.4039,6.2277,0.01931,25.9963,19.9093,37.0021,0.55341,0
Station2,30-08-2022,15:20:00,7.3936,5.6844,0.04254,30.2382,6.5831,23.5372,0.48183,0
Station2,30-08-2022,15:40:00,24.8376,8.8667,0.03711,27.7224,17.0955,37.6165,0.96054,0
Station2,30-08-2022,16:00:00,13.375,6.7024,0.03825,18.4311,5.528,39.2032,0.68476,0
Station2,30-08-2022,16:20:00,7.6427,8.7296,0.03207,27.7543,8.9441,30.942,0.66534,0
Station2,30-08-2022,16:40:00,39.7691,8.9725,0.01796,24.9331,16.8164,30.7627,0.3256,0
Station2,30-08-2022,17:00:00,3.3518,8.9271,0.03822,23.0479,17.7039,33.7726,0.35864,0
Station2,30-08-2022,17:20:00,14.3377,7.7202,0.02812,21.1774,5.452,20.0465,0.92305,0
Station2,30-08-2022,17:40:00,1.8079,5.5024,0.0413,30.974,5.7818,16.6139,0.59847,0
Station2,30-08-2022,18:00:00,12.0084,8.8794,0.02507,20.9009,16.5735,19.1411,0.31044,0
Station2,30-08-2022,18:20:00,33.3611,7.299,0.02547,22.3774,16.0167,38.5974,0.41213,0
Station2,30-08-2022,18:40:00,16.3394,6.4905,0.02239,30.202,14.7427,31.4444,0.59994,0
Station2,30-08-2022,19:00:00,13.0602,8.3665,0.02964,27.7133,10.943,28.6502,0.57022,0
Station2,30-08-2022,19:20:00,27.8995,8.8711,0.04329,29.3431,9.5871,18.4802,0.81768,0
Station2,30-08-2022,19:40:00,10.4136,5.5494,0.01982,27.1197,11.958,39.1973,0.6711,0
Station2,30-08-2022,20:00:00,18.3238,7.7942,0.03881,26.9457,11.1557,24.2922,0.9597,0
Station2,30-08-2022,20:20:00,37.5928,8.8905,0.03547,24.7071,17.8389,24.2866,0.48311,0
Station2,30-08-2022,20:40:00,36.0349,8.5629,0.03676,27.5525,19.0547,23.3103,0.77518,0
Station2,30-08-2022,21:00:00,12.3883,6.3558,0.03189,23.7121,17.3263,17.3556,0.74751,0
Station2,30-08-2022,21:20:00,6.9194,6.665,0.0372,25.635,11.1632,25.2667,0.32562,0
Station2,30-08-2022,21:40:00,20.0889,8.1553,0.02534,22.4636,11.1479,24.9831,0.95653,0
Station2,30-08-2022,22:00:00,32.6583,7.0656,0.01754,19.2146,5.7635,37.3435,0.61193,0
Station2,30-08-2022,22:20:00,7.4375,8.04,0.01612,25.4755,6.3328,34.8604,0.64252,0
Station2,30-08-2022,22:40:00,39.9645,7.6761,0.01888,27.0072,15.9976,26.4501,0.61813,0
Station2,30-08-2022,23:00:00,2.4054,5.782,0.03374,27.8855,12.7574,22.7927,0.91739,0
Station2,30-08-2022,23:20:00,9.5772,8.3099,0.01948,22.9818,15.0013,35.978,0.54898,0
Station2,30-08-2022,23:40:00,37.7628,8.1104,0.02388,30.1373,7.4762,18.6177,0.54197,0
Station2,30-08-2022,00:00:00,25.3556,6.4347,0.03546,18.8738,19.3859,27.4784,0.94656,0
Station2,30-08-2022,00:20:00,7.8247,7.2377,0.03905,18.2324,15.6983,18.8214,0.97114,0
Station2,30-08-2022,00:40:00,34.2821,7.588,0.02829,27.6437,10.7651,32.5668,0.42061,0
Station2,30-08-2022,01:00:00,37.0744,8.1143,0.03558,30.3508,18.941,25.2277,0.93372,0
Station2,30-08-2022,01:20:00,26.0637,8.1785,0.01579,22.8542,8.2386,38.4595,0.37557,0
Station2,30-08-2022,01:40:00,18.7228,6.2391,0.02166,20.7155,15.5716,37.6391,0.85975,0
Station2,30-08-2022,02:00:00,24.094,6.0109,0.03972,26.0054,18.9895,31.5811,0.47684,0
Station2,30-08-2022,02:20:00,39.3473,8.7142,0.02756,25.5853,14.758,29.4738,0.30505,0
Station2,30-08-2022,02:40:00,14.4264,8.8768,0.04211,28.635,17.7678,33.6159,0.97965,0
Station2,30-08-2022,03:00:00,3.4212,7.4566,0.04076,27.3405,5.6289,22.5605,0.41091,0
Station2,30-08-2022,03:20:00,18.7708,6.5953,0.02773,24.2583,9.7314,38.9126,0.6391,0
Station2,30-08-2022,03:40:00,10.5475,7.3006,0.01538,30.8579,10.8711,30.6357,0.22,0
Station2,30-08-2022,04:00:00,15.4336,6.0457,0.02599,27.0948,14.8713,37.8062,0.88795,0
Station2,30-08-2022,04:20:00,36.0766,5.941,0.021,30.3395,18.3773,38.9911,0.76445,0
Station2,30-08-2022,04:40:00,13.0648,7.0779,0.03596,22.0154,19.51,27.8929,0.7784,0
Station2,30-08-2022,05:00:00,5.9553,6.3052,0.04183,26.3539,19.1923,36.3353,0.85345,0
Station2,30-08-2022,05:20:00,31.0109,7.1569,0.01631,19.3798,13.6924,22.5794,0.38162,0
Station2,30-08-2022,05:40:00,9.2466,6.0073,0.0153,22.8842,7.6549,39.5466,0.43836,0
Station2,30-08-2022,06:00:00,9.109,6.6266,0.02128,19.5264,12.4345,33.8466,0.657,0
Station2,30-08-2022,06:20:00,28.9391,8.9708,0.03369,20.665,9.2401,21.2885,0.66858,0
Station2,30-08-2022,06:40:00,22.6255,7.286,0.0312,22.6544,19.9106,21.4255,0.42001,0
Station2,30-08-2022,07:00:00,12.4415,7.8569,0.03169,19.7783,8.2017,30.7049,0.81675,0
Station2,31-08-2022,07:20:00,21.568,7.949,0.02135,19.1486,17.0258,24.0268,0.33661,0
Station2,31-08-2022,07:40:00,8.4396,7.2098,0.01872,24.9295,16.0029,38.2125,0.76148,0
Station2,31-08-2022,08:00:00,25.2576,7.6164,0.04148,25.3858,6.5588,38.2963,0.95717,0
Station2,31-08-2022,08:20:00,12.1165,7.5409,0.03335,19.1698,13.8093,21.9417,0.98654,0
Station2,31-08-2022,08:40:00,12.2182,6.0943,0.0196,19.516,15.5447,15.7761,0.82362,0
Station2,31-08-2022,09:00:00,16.3874,7.6312,0.03086,25.5317,17.7608,19.9804,0.65521,0
Station2,31-08-2022,09:20:00,21.9326,8.0346,0.02206,29.6524,18.4526,15.1209,0.22163,0
Station2,31-08-2022,09:40:00,33.367,7.8156,0.03914,30.7386,18.3399,35.0556,0.61548,0
Station2,31-08-2022,10:00:00,38.6056,7.1833,0.03467,19.4649,19.6566,31.2041,0.58132,0
Station2,31-08-2022,10:20:00,35.3498,8.0399,0.02368,30.6246,18.9306,26.2725,0.96809,0
Station2,31-08-2022,10:40:00,1.6696,7.0198,0.03182,24.8801,5.3262,27.3752,0.70056,0
Station2,31-08-2022,11:00:00,33.0818,7.1088,0.03114,19.1582,11.2266,29.8508,0.54591,0
Station2,31-08-2022,11:20:00,4.9,8.623,0.01647,30.6814,5.4172,15.9893,0.51732,0
Station2,31-08-2022,11:40:00,13.3918,5.7378,0.03026,21.8202,6.4159,39.5027,0.86056,0
Station2,31-08-2022,12:00:00,26.0774,7.1209,0.04099,21.811,16.7546,20.8478,0.45808,0
Station2,31-08-2022,12:20:00,5.6274,8.6424,0.02408,27.5091,7.093,19.5098,0.93954,0
Station2,31-08-2022,12:40:00,8.6616,7.9249,0.04202,18.026,9.8175,22.2635,0.83015,0
Station2,31-08-2022,13:00:00,31.4172,8.1135,0.01774,25.2471,10.3738,22.4815,0.83169,0
Station2,31-08-2022,13:20:00,34.2848,6.4499,0.02439,27.1769,13.5976,20.0462,0.91473,0
Station2,31-08-2022,13:40:00,31.2723,5.8137,0.04072,27.1213,8.0174,39.6953,0.6651,0
Station2,31-08-2022,14:00:00,27.4679,7.0724,0.01747,21.2201,18.1061,16.7285,0.89259,0
Station2,31-08-2022,14:20:00,2.5939,7.4958,0.02762,28.3491,10.2488,35.8371,0.64064,0
Station2,31-08-2022,14:40:00,9.4072,5.7978,0.03608,30.053,19.2527,17.5415,0.93517,0
Station2,31-08-2022,15:00:00,8.8502,8.84,0.02641,19.6761,19.9784,25.4108,0.20878,0
Station2,31-08-2022,15:20:00,20.2749,6.5785,0.02729,30.628,18.5283,37.0352,0.37826,0
Station2,31-08-2022,15:40:00,20.9339,7.6776,0.02932,27.2143,7.5477,15.684,0.48368,0
Station2,31-08-2022,16:00:00,13.0658,8.6899,0.0321,19.098,12.331,29.0597,0.33496,0
Station2,31-08-2022,16:20:00,24.7,5.9971,0.03501,26.5515,13.3045,39.2379,0.62224,0
Station2,31-08-2022,16:40:00,5.1241,6.3132,0.04069,19.6811,18.8179,33.0309,0.53889,0
Station2,31-08-2022,17:00:00,13.5264,6.2445,0.02156,20.8688,9.4499,21.4096,0.36851,0
Station2,31-08-2022,17:20:00,37.1297,5.7739,0.03646,30.1616,17.6173,21.79,0.27794,0
Station2,31-08-2022,17:40:00,38.0265,5.8948,0.03932,29.0341,9.3329,18.1292,0.66453,0
Station2,31-08-2022,18:00:00,20.6834,8.4244,0.03479,20.1029,9.7574,19.4505,0.37303,0
Station2,31-08-2022,18:20:00,21.1567,6.8524,0.02096,27.813,17.2999,27.7625,0.64909,0
Station2,31-08-2022,18:40:00,27.505,7.0148,0.03752,20.2222,16.0919,28.0777,0.50165,0
Station2,31-08-2022,19:00:00,15.8311,7.19,0.01696,22.3901,8.8517,24.2821,0.28279,0
Station2,31-08-2022,19:20:00,39.2128,8.9455,0.04177,28.6974,9.3888,36.1621,0.45222,0
Station2,31-08-2022,19:40:00,17.7575,7.6889,0.03208,30.1644,17.6352,34.9879,0.52106,0
Station2,31-08-2022,20:00:00,2.5101,7.1652,0.02461,19.1412,7.8069,32.0976,0.25135,0
Station2,31-08-2022,20:20:00,3.4104,8.3202,0.02446,23.6592,19.0836,36.9464,0.83215,0
Station2,31-08-2022,20:40:00,18.4014,6.5344,0.04178,28.3723,18.7097,35.887,0.70065,0
Station2,31-08-2022,21:00:00,18.6116,5.9901,0.04132,24.8324,15.5883,30.6495,0.40056,0
Station2,31-08-2022,21:20:00,4.5672,7.0176,0.03642,28.313,11.62,15.9842,0.3621,0
Station2,31-08-2022,21:40:00,19.1348,6.9603,0.03994,23.1757,12.1621,15.0436,0.81766,0
Station2,31-08-2022,22:00:00,13.9507,8.0315,0.04348,21.8086,5.3747,23.3799,0.54312,0
