Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station2,15-04-2022 21:19,114,8.8,0.5,35.64,6.1,204.9,1.99
station2,15-04-2022 21:39,62.4,9.4,1,27.16,4.1,295.8,1.63
station2,15-04-2022 21:59,109.3,8.4,0.8,32.93,5.1,168.6,1.87
station2,15-04-2022 22:19,114.4,7.4,0.6,34.73,1.3,217.5,1.71
station2,15-04-2022 22:39,56,8.2,1,35.27,2.2,135,1.69
station2,15-04-2022 22:59,45.2,7.3,0.2,31.96,4.4,247.5,1.16
station2,15-04-2022 23:19,117.2,9.7,1,31.19,3.5,172.7,1.45
station2,15-04-2022 23:39,110.8,6.8,0.8,34.73,5.7,142.9,0.81
station2,15-04-2022 23:59,87.4,7.4,0.4,35.71,3.1,199.6,1.93
station2,16-04-2022 00:19,61.2,9.2,0.9,37.78,2.1,148.5,1.13
station2,16-04-2022 00:39,69.1,8.7,0.9,27.67,4.8,116.8,1.42
station2,16-04-2022 00:59,80.4,7.2,0.7,21.05,6.4,242.7,1.8
station2,16-04-2022 01:19,76.7,9.5,0.2,22.43,3,129.2,1.66
station2,16-04-2022 01:39,99.7,8,1,29.45,4.4,268.3,1.65
station2,16-04-2022 01:59,67.7,7.4,0.9,27.39,3.1,199.6,1.44
station2,16-04-2022 02:19,113.8,7.6,0.3,35.37,5.5,250.2,1.9
station2,16-04-2022 02:39,84.9,8,0.6,29.27,3.7,194.8,1.4
station2,16-04-2022 02:59,96,7.1,0.2,40.84,1.5,116.2,0.99
station2,16-04-2022 03:19,85.4,8.6,0.6,30.35,5.4,151.1,1.83
station2,16-04-2022 03:39,93,7.5,0.9,27,6.3,292.2,1.96
station2,16-04-2022 03:59,119.5,9,0.4,30.31,4.5,139.3,1.67
station2,16-04-2022 04:19,93.2,7.9,0.6,34.58,4.1,173.6,1.67
station2,16-04-2022 04:39,61.2,7.9,0.9,39.44,3.4,149.7,1.96
station2,16-04-2022 04:59,45,7.3,1,28.26,5.6,295.1,1.81
station2,16-04-2022 05:19,48.6,6.6,0.4,38.24,3.7,261.5,1.55
station2,16-04-2022 05:39,119.8,7.8,0.4,40.9,5.3,167.3,0.88
station2,16-04-2022 05:59,90.5,7.2,0.7,40.65,1.1,148.4,1.85
station2,16-04-2022 06:19,71,9.9,0.8,24.94,2.5,296.1,0.98
station2,16-04-2022 06:39,99.3,6.2,1,26.67,2.6,196,0.99
station2,16-04-2022 06:59,79.2,6.7,0.4,35.78,1.9,214.2,1.67
station2,16-04-2022 07:19,49.1,8.1,0.2,41.03,4.1,180.9,1.16
station2,16-04-2022 07:39,90,8.1,0.6,29.83,2.3,179.5,1.61
station2,16-04-2022 07:59,97.3,7.9,0.3,32.65,3.8,229.8,1.9
station2,16-04-2022 08:19,86.3,7.6,0.8,29.55,6.5,102,1.22
station2,16-04-2022 08:39,54.7,9.1,0.7,34.61,2.6,285,1.26
station2,16-04-2022 08:59,111.4,7.3,0.5,31.38,1.3,108,1.3
station2,16-04-2022 09:19,111.8,7.6,0.5,38.8,2.9,218.4,1.7
station2,16-04-2022 09:39,52.9,8.8,0.9,23.46,1.9,169.4,1.61
station2,16-04-2022 09:59,105.1,9.1,0.7,24.5,2.9,163.7,1.64
station2,16-04-2022 10:19,91,8.8,0.5,24.02,1.6,208.6,0.85
station2,16-04-2022 10:39,91.5,7.1,1,38.81,3.5,139.4,1.3
station2,16-04-2022 10:59,116.5,9.6,0.6,34.78,4.6,223.9,1.47
station2,16-04-2022 11:19,111.8,8,0.2,27.74,4.3,139.7,1.9
station2,16-04-2022 11:39,91.7,6.3,0.2,24.33,1.6,288.9,1.35
station2,16-04-2022 11:59,110.9,7.9,0.5,31.94,3.5,128,1.28
station2,16-04-2022 12:19,42.3,9.4,0.2,40.08,1.5,200.5,2
station2,16-04-2022 12:39,62.2,6.8,0.3,39.38,5.8,193.2,0.82
station2,16-04-2022 12:59,108.5,9.4,0.8,26.27,3.3,293.8,1.59
station2,16-04-2022 13:19,71.5,7.2,0.9,35.95,3.7,188.3,0.83
station2,16-04-2022 13:39,49.3,7.3,1,29.32,6,167.8,1.76
station2,16-04-2022 13:59,92.5,6.1,0.6,24.34,5.3,298,1.33
station2,16-04-2022 14:19,44.1,8.3,0.8,21.67,2,205,1.65
station2,16-04-2022 14:39,72.7,9,1,27.84,5.7,146.2,0.95
station2,16-04-2022 14:59,63,8.7,1,37.3,5.3,276.6,1.1
station2,16-04-2022 15:19,106.4,8.9,0.6,23.16,5.1,251,1.85
station2,16-04-2022 15:39,106.8,9.5,0.9,23.37,1,145.3,1.54
station2,16-04-2022 15:59,92.9,8.2,0.8,22.13,6.1,130.5,1.47
station2,16-04-2022 16:19,58.7,7,0.8,29.56,6.3,116.6,1.9
station2,16-04-2022 16:39,59.2,8.3,0.9,39.08,1.9,200.2,0.86
station2,16-04-2022 16:59,83.7,6.5,0.5,26.33,5.4,160.9,1.84
station2,16-04-2022 17:19,90.6,6.8,0.3,41.82,4.3,224.8,1.86
station2,16-04-2022 17:39,55.8,8,0.5,26.47,3.8,112,1.44
station2,16-04-2022 17:59,48.4,6.8,0.9,27.05,5.5,248.2,1.62
station2,16-04-2022 18:19,58.3,6.5,1,27.51,2.6,111.1,1.16
station2,16-04-2022 18:39,99,6.4,0.2,30.17,6.2,155.7,1.41
station2,16-04-2022 18:59,100.2,8.3,0.8,37.05,4.1,129.8,1.8
station2,16-04-2022 19:19,115.2,9.9,0.7,28.57,5,286.7,1.34
station2,16-04-2022 19:39,67.9,9.1,0.8,23.06,4.7,152.5,0.87
station2,16-04-2022 19:59,106.6,7,0.9,30.01,2,178.9,2
station2,16-04-2022 20:19,91.5,6.8,0.6,23.43,2.3,127.8,0.82
station2,16-04-2022 20:39,119.6,8,0.2,24.96,2.5,296.7,0.96
station2,16-04-2022 20:59,119.5,9.8,0.9,21.18,2,226.1,1.27
station2,16-04-2022 21:19,104.4,6.1,0.5,39.54,3.3,216.5,1.33
station2,16-04-2022 21:39,54.3,6.4,1,36.96,2.5,219,1.57
station2,16-04-2022 21:59,115.6,9.9,0.9,38.28,3,258.4,1.95
station2,16-04-2022 22:19,46.6,7.7,0.7,22.02,3.5,193.6,1.43
station2,16-04-2022 22:39,42.6,10,0.3,41.51,3.6,116.8,1.13
station2,16-04-2022 22:59,86.8,7.2,0.4,41.06,3.1,124.2,1.34
station2,16-04-2022 23:19,52.5,9.2,0.2,33.35,1.5,159.1,1.15
station2,16-04-2022 23:39,52,8.7,0.4,30.16,4,151.9,1.43
station2,16-04-2022 23:59,63.8,6.1,0.6,34.89,2.7,166,1.73
station2,17-04-2022 00:19,69.5,7.4,0.4,29.75,4,149.1,1.41
station2,17-04-2022 00:39,104.2,9.6,0.4,33.86,1.2,177.3,1.45
station2,17-04-2022 00:59,86.2,6.9,0.4,26.29,5.9,191.5,1.27
station2,17-04-2022 01:19,48.4,9.7,1,26.76,3.5,156.6,1.52
station2,17-04-2022 01:39,76.2,6.6,1,24.52,1.2,188.4,1.86
station2,17-04-2022 01:59,93.4,9,0.2,23.89,3.3,158.5,1.48
station2,17-04-2022 02:19,76.1,8.8,0.7,27.72,4.7,211.6,1.9
station2,17-04-2022 02:39,70.9,9,0.9,34.72,1.3,216.6,0.8
station2,17-04-2022 02:59,71.8,6.5,1,35.77,1.9,218.5,1.54
station2,17-04-2022 03:19,84.7,9,1,30.09,5.7,267.7,1.84
station2,17-04-2022 03:39,68.9,8.2,0.6,38.25,5.5,263.2,1.25
station2,17-04-2022 03:59,85.6,9.1,0.8,27.74,1.5,190.7,0.91
station2,17-04-2022 04:19,64.4,8.7,0.2,32.09,5.2,221.2,1.2
station2,17-04-2022 04:39,63.7,9.9,0.7,24.84,5.9,240.2,0.95
station2,17-04-2022 04:59,94.7,8.2,0.4,34.86,5.2,108.9,1.3
station2,17-04-2022 05:19,81.8,6.7,0.5,25.31,4.7,194.2,1.28
station2,17-04-2022 05:39,97.4,8,1,22.53,3.3,122.5,1.29
station2,17-04-2022 05:59,106.8,8.4,1,38.58,4.5,229.4,1.3
station2,17-04-2022 06:19,66,7.8,0.2,23.12,2.8,166.7,1.74
station2,17-04-2022 06:39,77.5,9.2,1,36.16,1,106.2,1.41
station2,17-04-2022 06:59,90.2,7.7,0.6,30.3,4.4,167.8,1.57
station2,17-04-2022 07:19,90.9,6.7,1,29.86,1.9,174.1,1.77
station2,17-04-2022 07:39,90.5,6.3,0.6,21.99,1.4,219.2,0.83
station2,17-04-2022 07:59,89.5,6.8,0.3,31.01,1.2,289.6,1.61
station2,17-04-2022 08:19,74.2,9.4,0.3,29.81,1.4,234.9,0.81
station2,17-04-2022 08:39,65.7,8.8,0.3,37.28,1.9,194.6,1.31
station2,17-04-2022 08:59,94.9,7.8,0.9,33.22,5.6,199.4,1.47
station2,17-04-2022 09:19,112.4,7.7,0.5,32.36,4.8,209.3,1.59
station2,17-04-2022 09:39,46.2,7,0.9,30.22,3.5,229.1,1.75
station2,17-04-2022 09:59,85.7,8.2,0.9,30.17,3,286,1.96
station2,17-04-2022 10:19,90.9,8.1,0.4,34.42,1.1,126.7,0.91
station2,17-04-2022 10:39,47.6,9.8,0.3,35.51,3.7,135.9,1.69
station2,17-04-2022 10:59,119.9,7.2,0.7,36.12,4.9,234.1,1.21
station2,17-04-2022 11:19,72.4,7.2,0.6,31.99,1.3,228.5,1.97
station2,17-04-2022 11:39,93.5,7.3,0.3,22.65,4.5,238.4,1.29
station2,17-04-2022 11:59,96.9,7.5,0.2,41.8,6.5,227.9,1.7
station2,17-04-2022 12:19,104.9,7.9,0.8,29.59,4.1,242.2,1.1
station2,17-04-2022 12:39,96.8,6.3,0.9,25.3,5.4,270.2,1.16
station2,17-04-2022 12:59,60.7,7.7,0.9,31.03,3.9,245.7,1.9
station2,17-04-2022 13:19,94.3,9.9,0.7,22.43,3.1,264.3,1.92
station2,17-04-2022 13:39,66.7,9.1,0.7,36.31,5.2,271.6,1.43
station2,17-04-2022 13:59,60.4,7.1,0.3,35.08,1.5,204.4,1.85
station2,17-04-2022 14:19,87.6,8.9,0.4,26.44,4.3,285.4,0.97
station2,17-04-2022 14:39,82.5,8.7,0.4,22.8,5.6,176.2,1.56
station2,17-04-2022 14:59,116.6,8.8,0.4,28.14,2.2,280.1,1.9
station2,17-04-2022 15:19,107.9,9.6,0.4,28.04,2.7,165.6,0.89
station2,17-04-2022 15:39,50.5,6.7,0.8,29.68,4.6,145.5,1.38
station2,17-04-2022 15:59,74.6,8.6,0.2,37.84,3.9,205,1.34
station2,17-04-2022 16:19,46.8,7.6,0.6,27.26,2.4,180.6,1.76
station2,17-04-2022 16:39,63.8,9,0.7,36.71,3.7,223.3,1.55
station2,17-04-2022 16:59,78.1,6.1,0.8,40.43,1,124.8,1.2
station2,17-04-2022 17:19,51.7,6.6,0.9,31.29,4.6,167.6,1.42
station2,17-04-2022 17:39,71.6,9.3,0.3,34.22,3.1,246.4,1.4
station2,17-04-2022 17:59,102.5,8.2,0.2,33.96,2.9,211.2,1.33
station2,17-04-2022 18:19,46.7,6.9,0.6,25.64,4.6,297.7,1.42
station2,17-04-2022 18:39,111.8,9.9,0.3,41.11,3.4,215.8,0.92
station2,17-04-2022 18:59,77.4,7.2,0.7,33.24,5.7,139.5,2
station2,17-04-2022 19:19,42.2,6.9,0.2,33,4.7,183.3,1.82
station2,17-04-2022 19:39,112.4,6.4,0.7,27.68,3.5,247.2,1.25
station2,17-04-2022 19:59,99.2,6.7,0.5,38.15,5,243.6,1.2
station2,17-04-2022 20:19,81.4,6.6,0.5,22.69,5,113.9,1.23
station2,17-04-2022 20:39,119.6,8.7,0.2,24.76,3.8,257.4,0.93
station2,17-04-2022 20:59,65.6,6.8,0.6,24.49,6,228.9,1.53
station2,17-04-2022 21:19,71.8,8.8,0.6,33.96,2.5,190,1.8
station2,17-04-2022 21:39,43.7,7.4,1,34.66,5.8,176.6,1.91
station2,17-04-2022 21:59,55.3,7,0.3,28.35,5.8,213.9,1.6
station2,17-04-2022 22:19,80.8,8,0.6,41.36,6.2,197.6,1.86
station2,17-04-2022 22:39,77.8,7.2,1,21.18,6.3,112.7,1.7
station2,17-04-2022 22:59,95.3,6.5,0.4,26.53,1.2,239.9,1.99
station2,17-04-2022 23:19,102.4,6.8,1,26.14,3.4,133.7,1.4
station2,17-04-2022 23:39,117.2,10,0.4,32.93,2.8,284.6,1.22
station2,17-04-2022 23:59,96.2,6.2,1,33.4,5.9,147.6,1.59
station2,18-04-2022 00:19,97,7.2,0.8,28.01,1,213,1.31
station2,18-04-2022 00:39,94.8,7,0.9,36.43,4.8,138.8,1.52
station2,18-04-2022 00:59,82.3,8.1,0.4,25.3,3.3,160.3,1.17
station2,18-04-2022 01:19,50.3,6.4,0.7,33.98,3.2,141.1,1.6
station2,18-04-2022 01:39,111.7,6.2,0.7,40.87,5.4,276.5,0.91
station2,18-04-2022 01:59,117.9,7.1,1,31.06,6,197,1.66
station2,18-04-2022 02:19,82.3,7.8,0.3,36.05,1.5,172.1,1.89
station2,18-04-2022 02:39,56.4,8.6,0.5,30.64,5.2,288.7,1.21
station2,18-04-2022 02:59,104,8.1,0.2,31.95,2.1,119.7,0.87
station2,18-04-2022 03:19,73.7,7.4,0.4,28.27,1.1,215.2,1.2
station2,18-04-2022 03:39,105.8,9.7,0.2,22.11,6,167.8,0.88
station2,18-04-2022 03:59,67,7.6,0.7,31.83,1.5,176.2,1.23
station2,18-04-2022 04:19,80.2,8.5,0.2,22.77,3.7,215.6,1.85
station2,18-04-2022 04:39,108.6,6.7,0.8,34.11,1.9,205.7,0.93
station2,18-04-2022 04:59,106.6,6.4,1,38.22,5.5,159,1.57
station2,18-04-2022 05:19,49.7,9.4,0.4,24.81,5,234.8,1.32
station2,18-04-2022 05:39,47.9,6.9,0.4,22.67,3.5,217,0.84
station2,18-04-2022 05:59,113.7,9.5,0.4,34.22,6.5,241.6,1.78
station2,18-04-2022 06:19,74.3,8.3,1,41.04,4.8,289.4,1.41
station2,18-04-2022 06:39,60.9,6.6,0.7,35.7,1.6,229.5,0.8
station2,18-04-2022 06:59,64.4,8.4,0.3,27.77,3,300,1.18
station2,18-04-2022 07:19,87.7,6.3,0.8,36.99,6.3,198.4,0.87
station2,18-04-2022 07:39,70.2,7,1,39.9,1.2,158.3,1.75
station2,18-04-2022 07:59,76.6,7.6,0.9,24.86,6.3,194.2,1.72
station2,18-04-2022 08:19,50.5,7.8,0.2,33.54,6.3,284.3,1.67
station2,18-04-2022 08:39,49.8,9.9,0.4,22.93,4.2,257.4,1.1
station2,18-04-2022 08:59,NaN,NaN,NaN,NaN,NaN,NaN,NaN
station2,18-04-2022 09:19,45,9.1,0.8,24.93,3.1,287,1.49
station2,18-04-2022 09:39,110.2,9.7,0.3,40.12,4.9,134,1.1
station2,18-04-2022 09:59,45.5,6.5,0.3,21.7,2,219.4,0.98
station2,18-04-2022 10:19,99.9,8.2,0.8,25.23,6.1,272.1,1.36
station2,18-04-2022 10:39,57.2,7.9,0.2,37.55,4.7,298.5,1.25
station2,18-04-2022 10:59,116,6.2,0.9,32.14,2.8,207.6,1.23
station2,18-04-2022 11:19,98,9,0.5,24.57,3.3,162.5,0.95
station2,18-04-2022 11:39,99.6,8.2,0.9,40.49,1.7,272.9,1.11
station2,18-04-2022 11:59,57.6,6.7,0.3,38.95,4.3,218.2,1.3
station2,18-04-2022 12:19,92.4,8.2,0.8,37.4,3.8,282.2,1.59
station2,18-04-2022 12:39,83.6,6.5,0.3,30.38,3.6,244.4,1.45
station2,18-04-2022 12:59,58.1,8.6,1,33.29,5.1,292.8,1.27
station2,18-04-2022 13:19,120,7.8,0.9,24.25,4.6,290.5,1.53
station2,18-04-2022 13:39,64.6,6.4,0.5,37.05,3.6,151.3,1.23
station2,18-04-2022 13:59,112,8.4,0.9,37.39,6.2,164.8,1.69
station2,18-04-2022 14:19,77.8,7.9,0.5,28.59,1.3,120.2,0.8
station2,18-04-2022 14:39,83.3,8.6,1,30.66,6.5,214.5,1.57
station2,18-04-2022 14:59,65,7.2,0.3,36.95,5.9,226.1,1.99
station2,18-04-2022 15:19,83,10,0.6,29.56,5.7,144.9,1.15
station2,18-04-2022 15:39,104.8,6.2,0.4,41.22,5.4,191.4,1.65
station2,18-04-2022 15:59,74.2,7.7,0.5,21.31,1.9,137,1.32
station2,18-04-2022 16:19,84.3,NaN,0.6,NaN,NaN,225,1.27
station2,18-04-2022 16:39,111.8,7.4,0.4,31.43,6.4,252,1.19
station2,18-04-2022 16:59,85.2,8.6,0.2,39.25,4.8,161.4,1.76
station2,18-04-2022 17:19,91.2,7.2,0.4,34.1,1.9,151.8,0.86
station2,18-04-2022 17:39,104.3,7.8,1,40.67,4.7,178.3,1.18
station2,18-04-2022 17:59,49,8.1,0.5,41.09,5.3,243.6,1.96
station2,18-04-2022 18:19,48.6,6.3,0.4,41.34,3.6,126.6,1.54
station2,18-04-2022 18:39,43,7.9,0.8,31.59,2.1,280,1.78
station2,18-04-2022 18:59,82.9,9.1,0.3,35.79,3,253.4,1.66
station2,18-04-2022 19:19,43.7,6.8,0.3,22.19,6.2,277,1.3
station2,18-04-2022 19:39,101.8,8,0.3,26.61,3.1,255.6,1.7
station2,18-04-2022 19:59,111,7.2,1,22.93,1,176.1,1.38
station2,18-04-2022 20:19,111.9,7.9,0.9,33.88,4.1,271.1,1.14
station2,18-04-2022 20:39,84.4,9.7,0.3,36.18,3.4,250.3,1.34
station2,18-04-2022 20:59,97.8,9.4,0.6,30.48,2.4,289.1,0.97
station2,18-04-2022 21:19,76.6,7.1,0.8,25.41,1.8,200.4,1.32
station2,18-04-2022 21:39,110.7,9.1,0.5,31.86,1.1,258.6,1.6
station2,18-04-2022 21:59,91.1,6.7,0.7,25.38,4.6,256.7,1.59
station2,18-04-2022 22:19,96.5,6.7,0.7,27.11,5.1,210.7,1.49
station2,18-04-2022 22:39,97.9,6.4,0.7,21.1,3.1,264.9,1.66
station2,18-04-2022 22:59,113.8,9.3,0.3,27.57,5.9,133.1,1.73
station2,18-04-2022 23:19,94.9,7.2,0.8,40.86,1.3,182.9,1.42
station2,18-04-2022 23:39,60.5,9.3,0.2,24.19,2.9,189.5,1.12
station2,18-04-2022 23:59,84.5,6.6,0.9,34.49,2,130.7,0.8
station2,19-04-2022 00:19,94.8,8.7,0.6,24.72,5.9,203.6,1.69
station2,19-04-2022 00:39,76.8,7.8,0.4,28.42,2.2,235.5,1.57
station2,19-04-2022 00:59,96.4,7.5,0.2,37.84,4.6,228.1,1.65
station2,19-04-2022 01:19,94.4,8.4,0.4,34.24,5.3,235.2,1.77
station2,19-04-2022 01:39,52.7,8.4,0.5,21.12,4.8,199.7,2
station2,19-04-2022 01:59,66.3,9.2,0.7,30.02,2,180.8,1.74
station2,19-04-2022 02:19,73.4,6.7,0.9,25.82,3.9,282.7,1.12
station2,19-04-2022 02:39,67.7,6.4,0.4,29.26,5.3,282.9,0.88
station2,19-04-2022 02:59,96.2,7.9,0.3,29.51,4.7,195.4,0.93
station2,19-04-2022 03:19,49.3,8.8,0.3,38.25,4.4,138.9,1.46
station2,19-04-2022 03:39,78.2,6.3,0.9,24.13,4.1,121.4,1.47
station2,19-04-2022 03:59,102,6.8,0.2,26.18,2.1,187.9,1.61
station2,19-04-2022 04:19,66.6,6.3,0.2,34.21,1.2,119.6,1.45
station2,19-04-2022 04:39,118.2,8.7,0.8,37.34,5.6,237.9,1.92
station2,19-04-2022 04:59,59.6,7.3,0.5,34.34,1.5,265.3,1.68
station2,19-04-2022 05:19,89,9.3,1,26,1.3,208.3,1.99
station2,19-04-2022 05:39,85.7,8.3,0.6,36.59,1,243.7,1.88
station2,19-04-2022 05:59,109.1,8,0.4,37.62,5.5,201.2,0.96
station2,19-04-2022 06:19,117.1,7,0.8,33.86,1,281.8,1.9
station2,19-04-2022 06:39,83.6,7.6,0.5,25.9,5.6,129.6,1.47
station2,19-04-2022 06:59,94.5,6.1,0.2,28.05,5.1,121,1.22
station2,19-04-2022 07:19,118.9,6.3,1,32.23,3.6,181.6,1.2
station2,19-04-2022 07:39,78.7,7.6,0.8,25.42,4.1,288.2,1.6
station2,19-04-2022 07:59,58.8,8.3,0.9,24.2,6.3,134.5,1.7
station2,19-04-2022 08:19,50.5,6.1,0.4,29.08,1.5,110.1,1.69
station2,19-04-2022 08:39,52.3,9,0.3,27.92,1.1,259.9,0.82
station2,19-04-2022 08:59,76.5,7.5,0.7,33.45,3.6,274,1.7
station2,19-04-2022 09:19,74,8.8,0.2,37.25,1.9,163.7,1.8
station2,19-04-2022 09:39,64.2,6.5,0.7,32.62,1.2,228.6,1.84
station2,19-04-2022 09:59,49.3,7.5,0.6,35.16,3.7,197.6,0.92
station2,19-04-2022 10:19,44.9,8.2,1,35.27,4.3,113.1,1.21
station2,19-04-2022 10:39,57.8,6.2,1,37.05,2.3,143.9,1.84
station2,19-04-2022 10:59,110.5,6.8,0.4,35.68,1.5,230.9,1.66
station2,19-04-2022 11:19,83.8,7.6,0.7,41.05,4.2,111.3,1.92
station2,19-04-2022 11:39,47.8,7.9,0.7,32.77,1.8,215.5,0.91
station2,19-04-2022 11:59,52.2,6.8,0.7,38.19,6.2,188.1,1.99
station2,19-04-2022 12:19,64.1,7.7,0.6,35.03,4.3,164.7,1.62
station2,19-04-2022 12:39,94.3,10,0.5,29.64,2.4,268.2,1.48
station2,19-04-2022 12:59,93.3,7.8,1,22.48,1.9,279.3,1.86
station2,19-04-2022 13:19,91.4,8,0.2,34.25,6.5,108.5,1.19
station2,19-04-2022 13:39,88.1,9.4,0.4,30.58,4.7,138.5,1.22
station2,19-04-2022 13:59,94,6.6,0.6,25.76,2.1,117.7,1.97
station2,19-04-2022 14:19,73.4,7.7,0.2,24.52,1.9,127,1.6
station2,19-04-2022 14:39,86.1,9.9,0.2,26.55,2,133.9,1.2
station2,19-04-2022 14:59,86.6,6.5,0.2,25.84,1.7,210.7,1.7
station2,19-04-2022 15:19,76.3,6.1,0.8,29.2,4.1,244.8,1.5
station2,19-04-2022 15:39,110.2,10,0.4,33.28,4.1,129.3,1.22
station2,19-04-2022 15:59,110.6,7.4,0.6,36.9,3.7,179.4,0.98
station2,19-04-2022 16:19,99.8,7.3,0.3,33.17,2.1,223,1.86
station2,19-04-2022 16:39,84.3,NaN,NaN,NaN,NaN,225,1.27
station2,19-04-2022 16:59,41.6,8.4,0.2,32.76,5.1,271.8,1.84
station2,19-04-2022 17:19,72.4,7.6,0.4,35.46,6.5,222.8,1.11
station2,19-04-2022 17:39,73.4,9.5,0.2,21.32,6.1,168.4,1.44
station2,19-04-2022 17:59,46.4,7.4,0.2,24.58,3.4,186.6,1.8
station2,19-04-2022 18:19,54.4,7.2,0.3,30.61,1.1,202.8,1.9
station2,19-04-2022 18:39,111.5,7.2,0.5,28.36,2.9,290.9,1.69
station2,19-04-2022 18:59,73.7,6.4,0.2,22.11,4.1,192.6,1.27
station2,19-04-2022 19:19,44.5,9.5,1,37.57,1,273.3,0.86
station2,19-04-2022 19:39,75.4,7.9,0.6,32.53,4.3,105.8,1.92
station2,19-04-2022 19:59,99.3,9.7,1,40.63,1.2,131.5,1.62
station2,19-04-2022 20:19,78.2,7.2,0.3,34.62,4.8,144.6,1.1
station2,19-04-2022 20:39,44.8,6.3,0.7,34.83,2.2,176.8,1.11
station2,19-04-2022 20:59,74.4,8.2,0.2,27.83,6.2,246.8,1.52
station2,19-04-2022 21:19,55.3,8,0.9,28.86,4,239.8,0.82
station2,19-04-2022 21:39,66.7,6.1,0.2,31.22,5.6,276.7,0.85
station2,19-04-2022 21:59,100.1,6.8,0.5,27.91,2.2,160.2,1.6
station2,19-04-2022 22:19,108.8,9.3,0.7,27.21,3.5,168.4,1.29
station2,19-04-2022 22:39,93.5,8.2,1,21.91,5.1,154.2,1.47
station2,19-04-2022 22:59,90.8,10,0.6,26.06,1.6,141.1,1.42
station2,19-04-2022 23:19,55.8,8.8,0.9,39.34,5.3,184.5,1.53
station2,19-04-2022 23:39,95,7.7,0.2,34.48,5.8,165,1.79
station2,19-04-2022 23:59,88.8,6.3,1,25.37,6.4,247.7,1.79
station2,20-04-2022 00:19,88.3,6.6,0.6,28.68,4.3,178.9,1.63
station2,20-04-2022 00:39,48.1,7.4,0.7,41.4,3.3,157.5,1.66
station2,20-04-2022 00:59,70.1,7.3,0.8,36.45,4.4,168.6,1.3
station2,20-04-2022 01:19,85.7,6.6,0.8,34.52,1.5,210.7,1.64
station2,20-04-2022 01:39,100.5,7.2,1,40.11,6,260.1,1.54
station2,20-04-2022 01:59,113.8,6.9,1,30.94,5.8,219.5,0.8
station2,20-04-2022 02:19,110.5,7.8,0.3,23.99,2.2,190.9,0.88
station2,20-04-2022 02:39,84.5,6.6,0.5,28.78,6.4,241.1,1.58
station2,20-04-2022 02:59,83.5,8.1,0.3,36.25,2.8,239,0.94
station2,20-04-2022 03:19,90.1,8.1,1,27.4,2.1,126.7,1.34
station2,20-04-2022 03:39,60.1,7,0.5,33.4,4.5,165.3,1.96
station2,20-04-2022 03:59,41.4,8.9,0.4,37.78,1.2,258.5,1.88
station2,20-04-2022 04:19,76.9,8.9,0.9,29.31,4.3,288.1,1.57
station2,20-04-2022 04:39,102.2,7,0.2,24.4,6.2,284.7,1.67
station2,20-04-2022 04:59,95.3,8.1,0.3,25.53,5.4,102.3,0.86
station2,20-04-2022 05:19,66.2,9.1,0.8,32.21,3.7,273.4,2
station2,20-04-2022 05:39,84.2,7.7,0.6,37.94,1,270.5,1.57
station2,20-04-2022 05:59,81.9,7,0.6,26.27,3.5,102.6,1.54
station2,20-04-2022 06:19,62,7.8,0.9,31.71,6.3,279.7,0.83
station2,20-04-2022 06:39,90.9,7.6,0.7,41.92,1.8,127.6,1.8
station2,20-04-2022 06:59,73.2,8.6,1,38.68,6.2,140.3,1.31
station2,20-04-2022 07:19,68.1,6.1,0.8,21.05,5,213.1,0.87
station2,20-04-2022 07:39,74.4,9.5,0.6,24.77,6.5,288.6,1.58
station2,20-04-2022 07:59,113.9,7.2,0.5,22.93,2.2,223,1.9
station2,20-04-2022 08:19,47.8,10,0.4,36.72,5,180.8,1.69
station2,20-04-2022 08:39,111.5,9.4,0.5,24.65,3.9,215.4,1.23
station2,20-04-2022 08:59,98.7,7.2,0.9,39.73,5.6,236.9,0.85
station2,20-04-2022 09:19,116.7,7.5,0.7,21.98,2.8,298.3,0.85
station2,20-04-2022 09:39,73.3,9.8,0.7,38.3,2.9,255.1,1.13
station2,20-04-2022 09:59,84.1,9,0.7,29.11,4.4,281.8,1.9
station2,20-04-2022 10:19,99.1,8.6,0.9,32.29,5.4,290.1,1.81
station2,20-04-2022 10:39,65.7,6.2,0.3,21.16,3.5,168.2,0.88
station2,20-04-2022 10:59,84.1,8.1,0.8,28.36,2,218.8,1.14
station2,20-04-2022 11:19,72.6,7.1,0.2,39.03,2.8,294.2,0.82
station2,20-04-2022 11:39,66,7.7,1,27.58,4.9,292.9,1
station2,20-04-2022 11:59,91.4,6.6,0.3,31.47,4.5,156.8,1.38
station2,20-04-2022 12:19,74.2,9.9,0.6,24.21,2.9,296.3,1.89
station2,20-04-2022 12:39,63.8,6.4,0.8,26.22,2.2,174.5,1.72
station2,20-04-2022 12:59,45.6,8.6,0.3,27.44,2.4,145.3,1.34
station2,20-04-2022 13:19,111.8,8.6,0.6,30.63,2.7,127.9,1.5
station2,20-04-2022 13:39,111.9,9.6,0.6,41.29,4.8,198,1.1
station2,20-04-2022 13:59,51.7,9.8,0.8,21.9,3.6,286.3,1.26
station2,20-04-2022 14:19,43,7.6,0.7,24.37,3.2,134,1
station2,20-04-2022 14:39,100.4,9.9,0.9,39.03,2.8,255.2,1.1
